Institution Reference Number,Institution Name,Address Line 1,Address Line 2,Address Line 3,Town,County,Postcode,Telephone,Management,Type,Status,Date Closed,Email,
401-6401,Pond Park Primary School ,63 POND PARK ROAD,,,LISBURN,ANTRIM,BT28 3BF,028 9267 6992,Controlled,Primary,Open,,info@pondparkps.lisburn.ni.sch.uk,
401-6417,Maghaberry Primary School ,17A MAGHABERRY ROAD,MOIRA,,CRAIGAVON,ARMAGH,BT67 0JE,028 9261 1529,Controlled,Primary,Open,,info@maghaberryps.lisburn.ni.sch.uk,
401-6430,Ballymagee Primary School ,77 ASHBURY AVENUE,,,BANGOR,DOWN,BT19 6ZG,028 9147 2324,Controlled,Primary,Open,,info@ballymagee.bangor.ni.sch.uk,
401-6441,Ballymacash Primary School ,16 BROKERSTOWN ROAD,,,LISBURN,ANTRIM,BT28 2EE,028 9266 4244,Controlled,Primary,Open,,info@ballymacashps.lisburn.ni.sch.uk,
401-6503,Brooklands Primary School ,2A BROOKLANDS AVENUE,DUNDONALD,,BELFAST,ANTRIM,BT16 2PA,028 9048 7589,Controlled,Primary,Open,,info@brooklandsps.belfast.ni.sch.uk,
401-6615,Riverdale Primary School ,288 BALLYNAHINCH ROAD,,,LISBURN,ANTRIM,BT27 5LX,028 9263 4243,Controlled,Primary,Open,,info@riverdale.lisburn.ni.sch.uk,
401-6636,Meadow Bridge Primary School ,3 LANY ROAD,,,HILLSBOROUGH,DOWN,BT26 6JR,028 9262 2509,Controlled,Primary,Open,,info@mbps.lisburn.ni.sch.uk,
401-6649,Downshire Primary School Hillsborough,7 BALLYNAHINCH ROAD,,,HILLSBOROUGH,DOWN,BT26 6AR, 028 92680640,Controlled,Primary,Open,,info@dps.hillsborough.ni.sch.uk,
401-6650,Cumran Primary School ,17 THE SQUARE,CLOUGH,DOWNPATRICK,DOWNPATRICK,DOWN,BT30 8RB,4481 1352,Controlled,Primary,Open,,info@cumran.clough.ni.sch.uk,
401-6681,Glasswater Primary School ,6 John Street,Crossgar,,DOWNPATRICK,DOWN,BT30 9EG,028 44830512,Controlled,Primary,Open,,info@glasswaterps.crossgar.ni.sch.uk,
403-0573,Ballymacward Primary School ,22 ROCK ROAD,,,LISBURN,ANTRIM,BT28 3SU,028 9264 8130,Roman Catholic Maintained,Primary,Open,,info@ballymacwardps.lisburn.ni.sch.uk,
403-0823,Ballymacrickett Primary School ,44 SCROGGY ROAD,GLENAVY,,CRUMLIN,ANTRIM,BT29 4NE,028  9442 2708,Roman Catholic Maintained,Primary,Open,,info@ballymacrickettps.lisburn.ni.sch.uk,
403-0897,St Joseph's Primary School ,42 CASTLE STREET,,,LISBURN,ANTRIM,BT27 4XE,028 9267 4901,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.lisburn.ni.sch.uk,
403-1231,St Joseph's Primary School ,45 BALLYCRUTTLE ROAD,,,DOWNPATRICK,DOWN,BT30 7EL,028 4484 1546,Roman Catholic Maintained,Primary,Open,,info@stjosephspsardglass.downpatrick.ni.sch.uk,
403-1328,Christ the King Primary School ,9 DRUMSNADE ROAD,,,BALLYNAHINCH,DOWN,BT24 8NG,028 9756 5193,Roman Catholic Maintained,Primary,Open,,info@christtheking.ballynahinch.ni.sch.uk,
403-1350,St Malachy's Primary School ,8 KILCLIEF ROAD,STRANGFORD,,DOWNPATRICK,DOWN,BT30 7PA,028 4488 1477,Roman Catholic Maintained,Primary,Open,,info@stmalachyspskilclief.downpatrick.ni.sch.uk,
403-1485,St Caolan's Primary School ,7 DARRAGH CROSS,SAINTFIELD,,BALLYNAHINCH,DOWN,BT24 7EQ,028 9751 0757,Roman Catholic Maintained,Primary,Open,,info@darraghcrossps.ballynahinch.ni.sch.uk,
403-1526,St Patrick's Primary School ,16 ST PATRICK'S ROAD,SAUL,,DOWNPATRICK,DOWN,BT30 7JQ,028 4461 4145,Roman Catholic Maintained,Primary,Open,,info@stpatrickspssaul.downpatrick.ni.sch.uk,
403-1531,St Francis' Primary School ,18 CHAPEL LANE,,,CASTLEWELLAN,DOWN,BT31 9PQ,028 4481 1450,Roman Catholic Maintained,Primary,Open,,info@drumaroadps.castlewellan.ni.sch.uk,
403-1550,St Joseph's Primary School ,4 BALLYNAHINCH ROAD,,,CROSSGAR,DOWN,BT30 9HS,028 4483 0810,Roman Catholic Maintained,Primary,Open,,info@stjosephspscrossgar.downpatrick.ni.sch.uk,
403-1628,St Patrick's Primary School ,CHURCH VIEW,,,HOLYWOOD,DOWN,BT18 9LN,02890-42 4772,Roman Catholic Maintained,Primary,Open,,info@stpatsps.holywood.ni.sch.uk,
403-1660,St Joseph's Primary School ,8 KNOCKBRACKEN DRIVE,SAINTFIELD ROAD; CARRYDUFF,,BELFAST,ANTRIM,BT8 8EX ,028 9081 3523,Roman Catholic Maintained,Primary,Open,,info@stjosephscarryduff.belfast.ni.sch.uk,
403-1662,St Mary's Primary School ,KILLINCHY STREET,COMBER,,NEWTOWNARDS,DOWN,BT23 5AP,028 9187 2777,Roman Catholic Maintained,Primary,Open,,info@stmaryspscomber.newtownards.ni.sch.uk,
403-1663,St Joseph's Primary School ,25 CARNACAVILLE ROAD,,,NEWCASTLE,DOWN,BT33 0JS,028 4372 2185,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.newcastle.ni.sch.uk,
403-1665,St Patrick's Primary School ,38A MAIN STREET,,,BALLYNAHINCH,DOWN,BT24 8DN,028 9756 2848,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.ballynahinch.ni.sch.uk,
403-1671,St Patrick's Primary School ,30 BURRENREAGH ROAD,,,CASTLEWELLAN,DOWN,BT31 9HH,028 4377 8593,Roman Catholic Maintained,Primary,Open,,info@stpatrickspsburrenreagh.castlewellan.ni.sch.uk,
403-1672,St Mary's Primary School ,27 OLD GRAND JURY ROAD,,,SAINTFIELD,DOWN,BT24 7JD,028 9751 0758,Roman Catholic Maintained,Primary,Open,,info@stmaryspssaintfield.ballynahinch.ni.sch.uk,
403-1673,St Mary's Primary School ,82 STRANGFORD ROAD,,,ARDGLASS,DOWN,BT30 7SS,028 4484 1766,Roman Catholic Maintained,Primary,Open,,info@stmaryspsdunsford.ardglass.ni.sch.uk,
403-1676,St Bernard's Primary School ,WYNCHURCH WALK,,,BELFAST,ANTRIM,BT6 0JS ,028 9040 1796,Roman Catholic Maintained,Primary,Open,,info@stbernardsps.belfast.ni.sch.uk,
403-3002,St Mary's Aughlisnafin,5 AUGHLISNAFIN ROAD,,,CASTLEWELLAN,DOWN,BT31 9JP,028 4377 8460,Roman Catholic Maintained,Primary,Open,,info@aughlisnafinps.castlewellan.ni.sch.uk,
403-3005,St Joseph's Primary School ,31 DOWNPATRICK ROAD,,,STRANGFORD,DOWN,BT30 7LZ,028 4488 1615,Roman Catholic Maintained,Primary,Open,,info@stjosephspsstrangford.downpatrick.ni.sch.uk,
403-3007,St Macartan's Primary School ,44 LOUGHINISLAND ROAD,LOUGHINISLAND,,DOWNPATRICK,DOWN,BT30 8PZ,028 4481 1364,Roman Catholic Maintained,Primary,Open,,info@stmacartansps.downpatrick.ni.sch.uk,
403-3008,St Anne's Primary School ,9 MILLISLE ROAD,,,DONAGHADEE,DOWN,BT21 0HY,028 9188 3619,Roman Catholic Maintained,Primary,Open,,info@stannesps.donaghadee.ni.sch.uk,
403-3012,The Holy Family Primary School ,1 DRUMNACONAGHER ROAD,TECONNAUGHT,,DOWNPATRICK,DOWN,BT30 9AN,028 4483 0319,Roman Catholic Maintained,Primary,Open,,info@holyfamilyps.downpatrick.ni.sch.uk,
403-3017,St Finian's Primary School ,37-39 ANN STREET,,,NEWTOWNARDS,DOWN,BT23 7AD,028 9181 5229,Roman Catholic Maintained,Primary,Open,,info@stfiniansps.newtownards.ni.sch.uk,
403-3028,St Patrick's Primary School ,10 BALLYGALGET ROAD,PORTAFERRY,,NEWTOWNARDS,DOWN,BT22 1NE,028 4277 1832,Roman Catholic Maintained,Primary,Open,,info@stpatrickpsballygalget.newtownards.ni.sch.uk,
403-3036,St Mary's Primary School ,SLOANE CRESCENT,KILLYLEAGH,,DOWNPATRICK,DOWN,BT30 9RB,028 4482 8542,Roman Catholic Maintained,Primary,Open,,info@stmaryspskillyleagh.downpatrick.ni.sch.uk,
403-3037,St Joseph's Primary School ,24 TYRELLA ROAD,,,DOWNPATRICK,DOWN,BT30 8DF,028 4485 1600,Roman Catholic Maintained,Primary,Open,,info@stjosephsps24tyrellard.downpatrick.ni.sch.uk,
403-3040,St Brigid's Primary School ,22 RATHKELTAIR ROAD,,,DOWNPATRICK,DOWN,BT30 6NL,028 4461 2253,Roman Catholic Maintained,Primary,Open,,info@stbrigidps.downpatrick.ni.sch.uk,
403-3306,St Aloysius Primary School ,7 BALLINDERRY ROAD,,,LISBURN,ANTRIM,BT28 1TB,028 9266 2293,Roman Catholic Maintained,Primary,Open,,info@staloysiusps.lisburn.ni.sch.uk,
403-3307,St Colman's Primary School ,109 QUEENSWAY,LAMBEG,,LISBURN,ANTRIM,BT27 4QS,028 9267 8908,Roman Catholic Maintained,Primary,Open,,info@stcolmansps.lisburn.ni.sch.uk,
403-6016,St Joseph's Primary School ,58-62 MAIN STREET,,,KILLOUGH,DOWN,BT30 7QD,028 4484 2072,Roman Catholic Maintained,Primary,Open,,info@stjosephspskillough.downpatrick.ni.sch.uk,
403-6036,St Malachy's Primary School ,4 BALLYMONEY ROAD,KILCOO,,NEWRY,DOWN,BT34 5HU,028 4377 8331,Roman Catholic Maintained,Primary,Open,,info@stmalachyspskilcoo.newry.ni.sch.uk,
403-6113,St Nicholas' Primary School ,21 DOWNPATRICK ROAD,,,ARDGLASS,DOWN,BT30 7SF,028 4484 1343,Roman Catholic Maintained,Primary,Open,,info@stnicholasps.downpatrick.ni.sch.uk,
403-6133,Sacred Heart Primary School ,27 MAIN STREET,DUNDRUM,,NEWCASTLE,DOWN,BT33 0LU,028 4375 1293,Roman Catholic Maintained,Primary,Open,,info@sacredheartps.newcastle.ni.sch.uk,
403-6146,St Comgall's Primary School ,25 BRUNSWICK ROAD,,,BANGOR,DOWN,BT20 3DS,028 9146 3194,Roman Catholic Maintained,Primary,Open,,info@stcomgallps.bangor.ni.sch.uk,
403-6148,St Malachy's Primary School ,197 CLANDEBOYE ROAD,,,BANGOR,DOWN,BT19 1AA,028 9127 0594,Roman Catholic Maintained,Primary,Open,,info@stmalachysps.bangor.ni.sch.uk,
403-6182,St Colmcille's Primary School ,68A GLEBETOWN DRIVE,,,DOWNPATRICK,DOWN,BT30 6PZ,028 4461 4177,Roman Catholic Maintained,Primary,Open,,info@stcolmcillesps.downpatrick.ni.sch.uk,
403-6285,The Good Shepherd Primary School ,9 GOOD SHEPHERD ROAD,DUNMURRY,,BELFAST,ANTRIM,BT17 0PJ,028 9030 1000,Roman Catholic Maintained,Primary,Open,,info@goodshepherdps.belfast.ni.sch.uk,
403-6428,St Mary's Primary School ,3 CHURCH GROVE,KIRCUBBIN,,NEWTOWNARDS,DOWN,BT22 2SU,028 4273 8581,Roman Catholic Maintained,Primary,Open,,info@stmaryskircubbin.newtownards.ni.sch.uk,
403-6454,St Malachy's Primary School ,33 LOWER SQUARE,,,CASTLEWELLAN,DOWN,BT31 9DN,028 4377 8537,Roman Catholic Maintained,Primary,Open,,info@stmalachysps.castlewellan.ni.sch.uk,
403-6455,St Patrick's Primary School ,LEGAMADDY,167 BALLYNOE ROAD,,DOWNPATRICK,DOWN,BT30 8AR,028 4461 3981,Roman Catholic Maintained,Primary,Open,,info@legamaddyps.downpatrick.ni.sch.uk,
403-6480,St Kieran's Primary School ,9 BELL STEEL ROAD,POLEGLASS; DUNMURRY,,BELFAST,ANTRIM,BT17 0PB,028 9060 1294,Roman Catholic Maintained,Primary,Open,,info@stkieransps.belfast.ni.sch.uk,
403-6530,St Mary's Primary School ,53 WINDMILL HILL,PORTAFERRY,,NEWTOWNARDS,DOWN,BT22 1RH,028 4272 8278,Roman Catholic Maintained,Primary,Open,,info@stmarysps.portaferry.ni.sch.uk,
403-6591,Our Lady Queen of Peace Primary School ,1 CHERRY ROAD  DUNMURRY,UPPER DUNMURRY LANE,,BELFAST,ANTRIM,BT17 0RW,028 9061 3050,Roman Catholic Maintained,Primary,Open,,info@olqop.dunmurry.ni.sch.uk,
403-6618,Christ the Redeemer Primary School ,LAGMORE DRIVE,DUNMURRAY,,BELFAST,ANTRIM,BT17 0TG,028 9060 1136,Roman Catholic Maintained,Primary,Open,,info@redeemerps.lagmore.ni.sch.uk,
403-6635,St Mary's Primary School ,31A Elmgrove Park ,,,NEWCASTLE,DOWN,BT33 0BA,028 4372 3730,Roman Catholic Maintained,Primary,Open,,info@stmarysps.newcastle.ni.sch.uk,
403-6642,St Ita's Primary School,4 ALDERWOOD HILL,PURDYSBURN ROAD,BELFAST,BELFAST,DOWN,BT8 6YY ,028 9079 8811,Roman Catholic Maintained,Primary,Open,,info@stitasps.belfast.ni.sch.uk,
403-6693,Our Lady and St Patrick Primary School,Edward Street,,,DOWNPATRICK,DOWN,BT30 6JD,028 4461 3045,Roman Catholic Maintained,Primary,Open,,info@conmercyps.downpatrick.ni.sch.uk,
403-6702,Holy Evangelists' Primary School and Nursery Unit,Glasvey Drive,Twinbrook,Dunmurry,BELFAST,ANTRIM,BT17 0DB,02890 619941,Roman Catholic Maintained,Primary,Open,,info@evangelistsps.belfast.ni.sch.uk,
404-6600,Scoil na Fuiseoige,40 GARDENMORE ROAD,,,BELFAST,ANTRIM,BT17 0DF,028 9060 0227,Other Maintained,Primary,Open,,info@scoilnafuiseoigetwinbrook.belfast.ni.sch.uk,
404-6648,Bunscoil Bheanna Boirche,27 Bunker's Hill,,,CASTLEWELLAN,DOWN,BT31 9EB,028 43771356,Other Maintained,Primary,Open,,info@bunscoilbb.castlewellan.ni.sch.uk,
405-1569,Kircubbin Integrated Primary School ,22 COOKS BRAE,KIRCUBBIN,,NEWTOWNARDS,DOWN,BT22 2SQ,028 4273 8491,Controlled Integrated,Primary,Open,,info@kircubbininteps.newtownards.ni.sch.uk,
405-1601,Portaferry Integrated Primary School ,HIGH STREET,PORTAFERRY,,NEWTOWNARDS,DOWN,BT22 1QU,028 4272 8523,Controlled Integrated,Primary,Open,,info@portaferryinteps.newtownards.ni.sch.uk,
405-1680,Bangor Central Integrated Primary School ,6 CASTLE PARK ROAD,,,BANGOR,DOWN,BT20 4TF,028 9146 0513,Controlled Integrated,Primary,Open,,info@bangorcips.bangor.ni.sch.uk,
405-3009,Annsborough Integrated Primary School ,51 BALLYLOUGH ROAD,,,CASTLEWELLAN,DOWN,BT31 9NN,028 4377 8630,Controlled Integrated,Primary,Open,,info@annsboroughinte.castlewellan.ni.sch.uk,
405-3020,Glencraig Integrated Primary School ,34 SEAHILL ROAD,,,HOLYWOOD,DOWN,BT18 0DJ,028 9042 4510,Controlled Integrated,Primary,Open,,info@glencraigps.holywood.ni.sch.uk,
405-3308,Fort Hill Integrated Primary School ,LOW ROAD,,,LISBURN,ANTRIM,BT27 4TJ,028 9266 4505,Controlled Integrated,Primary,Open,,info@forthillips.lisburn.ni.sch.uk,
405-6541,All Childrens Integrated Primary  School,3A King Street ,,,NEWCASTLE,DOWN,BT33 0HD,028 4372 2098,Controlled Integrated,Primary,Open,,info@allchildrensint.newcastle.ni.sch.uk,
405-6709,Killyleagh Integrated Primary School ,12 SHRIGLEY ROAD,KILLYLEAGH,,DOWNPATRICK,DOWN,BT30 9SR,028 4482 8522,Controlled Integrated,Primary,Open,,info@killyleaghips.killyleagh.ni.sch.uk,
405-6710,Loughries Integrated Primary School ,2 BALLYBLACK ROAD,,,NEWTOWNARDS,DOWN,BT23 8SR,028 9181 7528,Controlled Integrated,Primary,Open,,info@loughriesips.newtownards.ni.sch.uk,
406-6579,Lough View Integrated Primary & Nursery School,63 CHURCH ROAD,CASTLEREAGH,,BELFAST,ANTRIM,BT6  9SA,028 9040 1347,Grant Maintained Integrated,Primary,Open,,info@loughviewintegrated.belfast.ni.sch.uk,
406-6588,Cedar Integrated Primary School ,29  KILMORE ROAD,,,CROSSGAR,DOWN,BT30 9HJ,028 4483 0009,Grant Maintained Integrated,Primary,Open,,info@cedarips.downpatrick.ni.sch.uk,
406-6611,Oakwood Integrated Primary School ,48 THE CUTTS,DUNMURRAY,,BELFAST,ANTRIM,BT17 9HN,028 9030 9920,Grant Maintained Integrated,Primary,Open,,info@oakwoodips.belfast.ni.sch.uk,
406-6644,Millennium  Integrated Primary School ,139A BELFAST RD ; LISDOONAN,,,SAINTFIELD,DOWN,BT24 7HF,028 9081 3688,Grant Maintained Integrated,Primary,Open,,info@millenniumips.saintfield.ni.sch.uk,
406-6668,Drumlins Integrated Primary School ,18 Windmill Lane,,,BALLYNAHINCH,DOWN,BT24 8EU,028 9756 3755,Grant Maintained Integrated,Primary,Open,,info@drumlinsps.ballynahinch.ni.sch.uk,
406-6682,Rowandale Integrated Primary School,18 Clarehill Road,Moira,,MOIRA,DOWN,BT67 OPB,028 9261 3946,Grant Maintained Integrated,Primary,Open,,info@rowandaleips.moira.ni.sch.uk,
411-0029,Bangor Central Nursery School,4 Castle Park Road,,,BANGOR,DOWN,BT20 4TF,028 9146 9241,Controlled,Nursery,Open,,info@bangorns.bangor.ni.sch.uk,
411-0030,Holywood Nursery School,66 CHURCH ROAD,,,HOLYWOOD,DOWN,BT18 9BU,028 9042 5012,Controlled,Nursery,Open,,info@holywoodns.holywood.ni.sch.uk,
411-0035,Newtownards Nursery School, 2F PORTAFERRY ROAD,,,NEWTOWNARDS,DOWN,BT23 8NN,028 9181 5098,Controlled,Nursery,Open,,info@newtownardsns.newtownards.ni.sch.uk,
411-6018,Barbour Nursery School,73 ASHMOUNT GARDENS,,,LISBURN,ANTRIM,BT27 5BZ,028 9260 1796,Controlled,Nursery,Open,,info@barbourns.lisburn.ni.sch.uk,
411-6175,Trinity Nursery School,BRUNSWICK ROAD,,,BANGOR,DOWN,BT20 3DW,028 9127 0355,Controlled,Nursery,Open,,info@trinitynurseryschool.co.uk,
411-6176,Downpatrick Nursery School,5-7 MOUNT CRESCENT,,,DOWNPATRICK,DOWN,BT30 6AF,028 4461 3007,Controlled,Nursery,Open,,info@downpatrickns.downpatrick.ni.sch.uk,
411-6216,King's Road Nursery School,MELFORT DRIVE KINGS ROAD,KNOCK,,BELFAST,ANTRIM,BT5 7FD ,028 9048 3991,Controlled,Nursery,Open,,info@kingsroadns.belfast.ni.sch.uk,
411-6239,Knockbreda Nursery School,WYNCHURCH ROAD,KNOCKBREDA,,BELFAST,ANTRIM,BT6 0JJ ,028 9040 1567,Controlled,Nursery,Open,,info@knockbredans.belfast.ni.sch.uk,
411-6240,Castlereagh Nursery School,135 CLONDUFF DRIVE,,,BELFAST,ANTRIM,BT6 9NR ,028 9070 4539,Controlled,Nursery,Open,,info@castlereaghns.belfast.ni.sch.uk,
411-6307,Glenbrook Nursery School,33 GLENARD ROAD,,,NEWTOWNARDS,DOWN,BT23 4HS,028 9181 9629,Controlled,Nursery,Open,,info@glenbrookns.newtownards.ni.sch.uk,
411-6418,Pond Park Nursery School,20 REDPOLL AVENUE,,,LISBURN,ANTRIM,BT28 3PW,028 9267 1516,Controlled,Nursery,Open,,info@pondparkns.lisburn.ni.sch.uk,
413-6211,St Colmcille's Nursery School,30 KILLOUGH ROAD,,,DOWNPATRICK,DOWN,BT30 6PX,028 4461 5173,Roman Catholic Maintained,Nursery,Open,,info@stcolmcillesns.downpatrick.ni.sch.uk,
413-6212,Convent of Mercy Nursery School,FOLLY LANE,,,DOWNPATRICK,DOWN,BT30 6NF,028 4461 4682,Roman Catholic Maintained,Nursery,Open,,info@conventofmercyns.downpatrick.ni.sch.uk,
413-6286,Good Shepherd Nursery School,11 GOOD SHEPHERD ROAD,POLEGLASS; DUNMURRY,,BELFAST,ANTRIM,BT17 0PL,028 9030 1684,Roman Catholic Maintained,Nursery,Open,,info@goodshepherdns.belfast.ni.sch.uk,
413-6317,Holy Trinity Nursery School,4 TRINITY TERRACE,LONGSTONE STREET,,LISBURN,ANTRIM,BT28 1DG,028 9267 2080,Roman Catholic Maintained,Nursery,Open,,info@holytrinityns.lisburn.ni.sch.uk,
413-6368,St Luke's Nursery School,GLASVEY DRIVE,TWINBROOK; DUNMURRY,,BELFAST,ANTRIM,BT17 0DB,028 9043 1047,Roman Catholic Maintained,Nursery,Open,,info@stlukesns.belfast.ni.sch.uk,
413-6481,St Kieran's Nursery School,BELL STEEL ROAD,POLEGLASS; DUNMURRY,,BELFAST,ANTRIM,BT17 0PB,028 9060 1293,Roman Catholic Maintained,Nursery,Open,,info@stkieransns.belfast.ni.sch.uk,
413-6606,St Therese Nursery School,ARDCAOIN AVENUE,,,BELFAST,ANTRIM,BT17 0UN,028 9061 5556,Roman Catholic Maintained,Nursery,Open,,info@sttheresens.belfast.ni.sch.uk,
413-6626,Kircubbin Community Nursery School,1 Church Grove,Kircubbin,,NEWTOWNARDS,DOWN,BT22 2SU,028 4273 9307,Roman Catholic Maintained,Nursery,Open,,info@kircubbinns.kircubbin.ni.sch.uk,
421-0012,Movilla High School,DONAGHADEE ROAD,,,NEWTOWNARDS,DOWN,BT23 7HA,028 9181 2283,Controlled,Secondary,Open,,info@movilla.newtownards.ni.sch.uk,
421-0029,The High School Ballynahinch,103 BELFAST ROAD,,,BALLYNAHINCH,DOWN,BT24 8EH,028 9756 2424,Controlled,Secondary,Open,,info@ballynahinchhigh.ballynahinch.ni.sch.uk,
421-0045,Nendrum College,DARRAGH ROAD,COMBER,,NEWTOWNARDS,DOWN,BT23 5BX,028 9187 2361,Controlled,Secondary,Open,,info@nendrumcollege.comber.ni.sch.uk,
421-0046,Glastry College,14 VICTORIA ROAD,,,NEWTOWNARDS,DOWN,BT22 1DQ,028 4277 1226,Controlled,Secondary,Open,,info@glastry.newtownards.ni.sch.uk,
421-0051,Lisnagarvey High School,WARREN GARDENS,,,LISBURN,ANTRIM,BT28 1HN,028 9266 2636,Controlled,Secondary,Open,,info@lisnagarvey.lisburn.ni.sch.uk,
421-0063,Saintfield High School,21 COMBER ROAD,,,SAINTFIELD,DOWN,BT24 7BB,028 9751 0356,Controlled,Secondary,Open,,info@saintfield.saintfield.ni.sch.uk,
421-0201,Laurelhill Community College,22 LAURELHILL ROAD,,,LISBURN,ANTRIM,BT28 2UH,028 9260 7351,Controlled,Secondary,Open,,info@laurelhill.lisburn.ni.sch.uk,
421-0262,Dundonald High School,764 UPPER NEWTOWNARDS ROAD,DUNDONALD,,BELFAST,ANTRIM,BT16 1TH,028 9048 4271,Controlled,Secondary,Open,,info@dundonald.belfast.ni.sch.uk,
421-0296,Bangor Academy and 6th Form College,2 Castle Park Road,,,BANGOR,DOWN,BT20 4TB,028 9127 0535,Controlled,Secondary,Open,,info@bangoracademy.bangor.ni.sch.uk,
421-0316,Breda Academy,NEWTOWNBREDA ROAD,,,BELFAST,ANTRIM,BT8  6PY,02890 645374,Controlled,Secondary,Open,,info@breda.belfast.ni.sch.uk,
423-0023,St Mary's High School,23 ARDGLASS ROAD,,,DOWNPATRICK,DOWN,BT30 6JQ,028 4461 2515,Roman Catholic Maintained,Secondary,Open,,info@stmaryshs.downpatrick.ni.sch.uk,
423-0067,St Columba's College,2 BALLYPHILIP ROAD,PORTAFERRY,,NEWTOWNARDS,DOWN,BT22 1RB,028 4272 8323,Roman Catholic Maintained,Secondary,Open,,info@stcolumbas.portaferry.ni.sch.uk,
423-0102,St Colmcille's High School,1 KILLYLEAGH ROAD,,,CROSSGAR,DOWN,BT30 9EY,028 4483 0311,Roman Catholic Maintained,Secondary,Open,,info@stcolmcilles.crossgar.ni.sch.uk,
423-0107,St Columbanus' College,BALLYMACONNELL ROAD,,,BANGOR,DOWN,BT20 5PU,028 9127 0927,Roman Catholic Maintained,Secondary,Open,,info@stcolumbanuscollege.bangor.ni.sch.uk,
423-0161,St Colman's High School & Sixth Form College ,52 CROSSGAR ROAD,,,BALLYNAHINCH,DOWN,BT24 8XR,028 9756 2518,Roman Catholic Maintained,Secondary,Open,,info@stcolmans.ballynahinch.ni.sch.uk,
423-0165,St Patrick's Academy,BALLINDERRY ROAD,,,LISBURN,ANTRIM,BT28 1TD,028 9266 4877,Roman Catholic Maintained,Secondary,Open,,info@stpats.lisburn.ni.sch.uk,
423-0211,St Malachy's High School,3 DUBLIN ROAD,,,CASTLEWELLAN,DOWN,BT31 9AG,028 43778255,Roman Catholic Maintained,Secondary,Open,,info@stmalachys.castlewellan.ni.sch.uk,
423-0223,St Colm's High School,70 SUMMERHILL DRIVE,TWINBROOK; DUNMURRY,,BELFAST,ANTRIM,BT17 0BT,028 9030 1118,Roman Catholic Maintained,Secondary,Open,,info@stcolms.lisburn.ni.sch.uk,
423-0224,De La Salle High School,28 STRUELL ROAD,,,DOWNPATRICK,DOWN,BT30 6JR,028 4461 2520,Roman Catholic Maintained,Secondary,Open,,info@dls.downpatrick.ni.sch.uk,
425-0024,Priory College,MY LADY'S MILE,,,HOLYWOOD,DOWN,BT18 9ER,028 9042 3481,Controlled Integrated,Secondary,Open,,info@priorycollege.holywood.ni.sch.uk,
425-0072,Fort Hill Integrated College,BELFAST ROAD,,,LISBURN,ANTRIM,BT27 4TL,028 9266 3670,Controlled Integrated,Secondary,Open,,info@forthill.lisburn.ni.sch.uk,
426-0255,Lagan College,44 MANSE ROAD,CASTLEREAGH,,BELFAST,ANTRIM,BT8 6SA ,028 9040 1810,Grant Maintained Integrated,Secondary,Open,,info@lagancollege.belfast.ni.sch.uk,
426-0281,Shimna Integrated College,THE LAWNFIELD,3 KING STREET,,NEWCASTLE,DOWN,BT33 0HD,028 4372 6107,Grant Maintained Integrated,Secondary,Open,,info@shimna.newcastle.ni.sch.uk,
426-0295,Strangford Integrated College,ABBEY ROAD,,,CARROWDORE,DOWN,BT22 2GB,028 9186 1199,Grant Maintained Integrated,Secondary,Open,,info@strangfordcollege.carrowdore.ni.sch.uk,
426-0309,Blackwater Integrated College,12 Old Belfast Road,Downpatrick,,DOWNPATRICK,DOWN,BT30 6SG,02844 612115,Grant Maintained Integrated,Secondary,Open,,info@blackwateric.downpatrick.ni.sch.uk,
431-0008,Beechlawn Special School,3 DROMORE ROAD,,,HILLSBOROUGH,DOWN,BT26 6PA,028 9268 2302,Controlled,Special,Open,,info@beechlawnss.hillsborough.ni.sch.uk,
431-0013,Killard House Special School,CANNYREAGH ROAD ,,,DONAGHADEE,DOWN,BT21 0AU,028 91882361,Controlled,Special,Open,,info@killardhousess.newtownards.ni.sch.uk,
431-0019,Ardmore House Special School,95A SAUL STREET,,,DOWNPATRICK,DOWN,BT30 6NJ,028 4461 4881,Controlled,Special,Open,,info@ardmorespec.downpatrick.ni.sch.uk,
431-6022,Brookfield Special School,65 HALFPENNY GATE ROAD,MOIRA,,CRAIGAVON,ARMAGH,BT67 0HP,028 9262 2978 ,Controlled,Special,Open,,info@brookfieldss.craigavon.ni.sch.uk,
431-6273,Longstone Special School,MILLAR'S LANE,DUNDONALD,,BELFAST,ANTRIM,BT16 2DA,028 9048 0071,Controlled,Special,Open,,info@longstone.belfast.ni.sch.uk,
431-6515,Parkview Special School,2 BROKERSTOWN ROAD,,,LISBURN,ANTRIM,BT28 2EE,028 9260 1197,Controlled,Special,Open,,info@parkviewspecial.lisburn.ni.sch.uk,
431-6516,Knockevin Special School,33  RACECOURSE HILL,,,DOWNPATRICK,DOWN,BT30 6PU,028 4461 2167,Controlled,Special,Open,,info@knockevinss.downpatrick.ni.sch.uk,
431-6517,Tor Bank Special School,5 Dunlady Road,DUNDONALD,,BELFAST,ANTRIM,BT16 1TT,028 9048 4147,Controlled,Special,Open,,info@torbankss.belfast.ni.sch.uk,
